writeDate,npType,account,mediaPath,npOriginUrl,npTargetUrl,cpc,searchKeyword1,searchKeyword2,searchKeyword3,searchKeyword4,searchKeyword5,createDate,createTimes
22.03.07,TB,minmma-blog,https://minmma-blog.tumblr.com/,http://m.newspic.kr/view.html?nid=2022030621110181092&pn=328&lcp=t1vNQ75V&cp=H0cKa48w&utm_medium=affiliate&utm_campaign=2022030621110181092&utm_source=np211221t1vNQ75V,http://bltly.link/OGCavz2,4,,,,,,,
22.03.07,TB,minmma-blog,https://minmma-blog.tumblr.com/,http://m.newspic.kr/view.html?nid=2022030620354729217&pn=553&lcp=t1vNQ75V&cp=H0cKa48w&utm_medium=affiliate&utm_campaign=2022030620354729217&utm_source=np211221t1vNQ75V,http://bltly.link/8hct76o,4,,,,,,,
22.03.07,TB,minmma-blog,https://minmma-blog.tumblr.com/,http://m.newspic.kr/view.html?nid=2022030620500045175&pn=88&lcp=t1vNQ75V&cp=H0cKa48w&utm_medium=affiliate&utm_campaign=2022030620500045175&utm_source=np211221t1vNQ75V,http://bltly.link/l2V61pK,4,,,,,,,
22.03.07,TB,minmma-blog,https://minmma-blog.tumblr.com/,http://m.newspic.kr/view.html?nid=2022030620354114333&pn=293&lcp=t1vNQ75V&cp=H0cKa48w&utm_medium=affiliate&utm_campaign=2022030620354114333&utm_source=np211221t1vNQ75V,http://bltly.link/78BaSPl,4,,,,,,,
22.03.07,TB,minmma-blog,https://minmma-blog.tumblr.com/,http://m.newspic.kr/view.html?nid=2022030620354131214&pn=293&lcp=t1vNQ75V&cp=H0cKa48w&utm_medium=affiliate&utm_campaign=2022030620354131214&utm_source=np211221t1vNQ75V,http://bltly.link/ZAJGXYh,4,,,,,,,
22.03.07,TB,minmma-blog,https://minmma-blog.tumblr.com/,http://m.newspic.kr/view.html?nid=2022030619535420342&pn=139&lcp=t1vNQ75V&cp=H0cKa48w&utm_medium=affiliate&utm_campaign=2022030619535420342&utm_source=np211221t1vNQ75V,http://bltly.link/MgGiTPm,4,,,,,,,
22.03.07,TB,minmma-blog,https://minmma-blog.tumblr.com/,http://m.newspic.kr/view.html?nid=2022030618442166151&pn=88&lcp=t1vNQ75V&cp=H0cKa48w&utm_medium=affiliate&utm_campaign=2022030618442166151&utm_source=np211221t1vNQ75V,http://bltly.link/nwwu97K,4,,,,,,,
22.03.07,TB,minmma-blog,https://minmma-blog.tumblr.com/,http://m.newspic.kr/view.html?nid=2022030618224440427&pn=88&lcp=t1vNQ75V&cp=H0cKa48w&utm_medium=affiliate&utm_campaign=2022030618224440427&utm_source=np211221t1vNQ75V,http://bltly.link/WSeMp9c,4,,,,,,,
22.03.07,TB,minmma-blog,https://minmma-blog.tumblr.com/,http://m.newspic.kr/view.html?nid=2022030618054528944&pn=293&lcp=t1vNQ75V&cp=H0cKa48w&utm_medium=affiliate&utm_campaign=2022030618054528944&utm_source=np211221t1vNQ75V,http://bltly.link/9A0iD2i,4,,,,,,,
22.03.07,TB,minmma-blog,https://minmma-blog.tumblr.com/,http://m.newspic.kr/view.html?nid=2022030618054462631&pn=293&lcp=t1vNQ75V&cp=H0cKa48w&utm_medium=affiliate&utm_campaign=2022030618054462631&utm_source=np211221t1vNQ75V,http://bltly.link/z1lbEtz,4,,,,,,,
22.03.07,TB,minmma-blog,https://minmma-blog.tumblr.com/,http://m.newspic.kr/view.html?nid=2022030617592630747&pn=167&lcp=t1vNQ75V&cp=H0cKa48w&utm_medium=affiliate&utm_campaign=2022030617592630747&utm_source=np211221t1vNQ75V,http://bltly.link/cQTYyyC,4,,,,,,,
22.03.07,TB,minmma-blog,https://minmma-blog.tumblr.com/,http://m.newspic.kr/view.html?nid=2022030617480060051&pn=291&lcp=t1vNQ75V&cp=H0cKa48w&utm_medium=affiliate&utm_campaign=2022030617480060051&utm_source=np211221t1vNQ75V,http://bltly.link/PH6jlHR,4,,,,,,,
22.03.07,TB,minmma-blog,https://minmma-blog.tumblr.com/,http://m.newspic.kr/view.html?nid=2022030700000008497&pn=54&lcp=t1vNQ75V&cp=H0cKa48w&utm_medium=affiliate&utm_campaign=2022030700000008497&utm_source=np211221t1vNQ75V,http://bltly.link/F7sc1Rl,3,,,,,,,
